Jurisdiction,iso_3166_2,YearDur,Year,Fuel,Unit,Quantity
NT,AU-NT,10-Nov,#VALUE!,Total,GWh,3090.9
NT,AU-NT,10-Nov,#VALUE!,Total non-renewable,GWh,3076.6
NT,AU-NT,10-Nov,#VALUE!,Total renewable,GWh,14.3
NT,AU-NT,10-Nov,#VALUE!,Wind,GWh,
NT,AU-NT,11-Dec,#VALUE!,"Bagasse, wood",GWh,
NT,AU-NT,11-Dec,#VALUE!,Biogas,GWh,7.7
NT,AU-NT,11-Dec,#VALUE!,Black coal,GWh,
NT,AU-NT,11-Dec,#VALUE!,Brown coal,GWh,
NT,AU-NT,11-Dec,#VALUE!,Geothermal,GWh,
NT,AU-NT,11-Dec,#VALUE!,Hydro,GWh,
NT,AU-NT,11-Dec,#VALUE!,Large-scale solar PV,GWh,
NT,AU-NT,11-Dec,#VALUE!,Natural gas,GWh,2109.3
NT,AU-NT,11-Dec,#VALUE!,Oil products,GWh,1020.9
NT,AU-NT,11-Dec,#VALUE!,Other,GWh,
NT,AU-NT,11-Dec,#VALUE!,Small-scale solar PV,GWh,9.7
NT,AU-NT,11-Dec,#VALUE!,Total,GWh,3147.6
NT,AU-NT,11-Dec,#VALUE!,Total non-renewable,GWh,3130.2
NT,AU-NT,11-Dec,#VALUE!,Total renewable,GWh,17.4
NT,AU-NT,11-Dec,#VALUE!,Wind,GWh,
NT,AU-NT,2012-13,2012,"Bagasse, wood",GWh,
NT,AU-NT,2012-13,2012,Biogas,GWh,6.5
NT,AU-NT,2012-13,2012,Black coal,GWh,
NT,AU-NT,2012-13,2012,Brown coal,GWh,
NT,AU-NT,2012-13,2012,Geothermal,GWh,
NT,AU-NT,2012-13,2012,Hydro,GWh,
NT,AU-NT,2012-13,2012,Large-scale solar PV,GWh,
NT,AU-NT,2012-13,2012,Natural gas,GWh,2269
NT,AU-NT,2012-13,2012,Oil products,GWh,1022
NT,AU-NT,2012-13,2012,Other,GWh,
NT,AU-NT,2012-13,2012,Small-scale solar PV,GWh,16.9
NT,AU-NT,2012-13,2012,Total,GWh,3314.4
NT,AU-NT,2012-13,2012,Total non-renewable,GWh,3291
NT,AU-NT,2012-13,2012,Total renewable,GWh,23.4
NT,AU-NT,2012-13,2012,Wind,GWh,
NT,AU-NT,2013-14,2013,"Bagasse, wood",GWh,
NT,AU-NT,2013-14,2013,Biogas,GWh,8.9
NT,AU-NT,2013-14,2013,Black coal,GWh,
NT,AU-NT,2013-14,2013,Brown coal,GWh,
NT,AU-NT,2013-14,2013,Geothermal,GWh,
NT,AU-NT,2013-14,2013,Hydro,GWh,
NT,AU-NT,2013-14,2013,Large-scale solar PV,GWh,5.058
NT,AU-NT,2013-14,2013,Natural gas,GWh,2308.9
NT,AU-NT,2013-14,2013,Oil products,GWh,1123.6
NT,AU-NT,2013-14,2013,Other,GWh,
NT,AU-NT,2013-14,2013,Small-scale solar PV,GWh,19.357
NT,AU-NT,2013-14,2013,Total,GWh,3465.815
NT,AU-NT,2013-14,2013,Total non-renewable,GWh,3432.5
NT,AU-NT,2013-14,2013,Total renewable,GWh,33.315
NT,AU-NT,2013-14,2013,Wind,GWh,
NT,AU-NT,2014-15,2014,"Bagasse, wood",GWh,
NT,AU-NT,2014-15,2014,Biogas,GWh,9
NT,AU-NT,2014-15,2014,Black coal,GWh,
NT,AU-NT,2014-15,2014,Brown coal,GWh,
NT,AU-NT,2014-15,2014,Geothermal,GWh,
NT,AU-NT,2014-15,2014,Hydro,GWh,
NT,AU-NT,2014-15,2014,Large-scale solar PV,GWh,6.405
NT,AU-NT,2014-15,2014,Natural gas,GWh,2201.4
NT,AU-NT,2014-15,2014,Oil products,GWh,751.3
NT,AU-NT,2014-15,2014,Other,GWh,
NT,AU-NT,2014-15,2014,Small-scale solar PV,GWh,28.899
NT,AU-NT,2014-15,2014,Total,GWh,2997.004
NT,AU-NT,2014-15,2014,Total non-renewable,GWh,2952.7
NT,AU-NT,2014-15,2014,Total renewable,GWh,44.304
NT,AU-NT,2014-15,2014,Wind,GWh,
NT,AU-NT,2015-16,2015,"Bagasse, wood",GWh,
NT,AU-NT,2015-16,2015,Biogas,GWh,7.688
NT,AU-NT,2015-16,2015,Black coal,GWh,
NT,AU-NT,2015-16,2015,Brown coal,GWh,
NT,AU-NT,2015-16,2015,Geothermal,GWh,
NT,AU-NT,2015-16,2015,Hydro,GWh,
NT,AU-NT,2015-16,2015,Large-scale solar PV,GWh,8.515
NT,AU-NT,2015-16,2015,Natural gas,GWh,2484.714
NT,AU-NT,2015-16,2015,Oil products,GWh,522.63
NT,AU-NT,2015-16,2015,Other,GWh,
NT,AU-NT,2015-16,2015,Small-scale solar PV,GWh,42.448
NT,AU-NT,2015-16,2015,Total,GWh,3065.995
NT,AU-NT,2015-16,2015,Total non-renewable,GWh,3007.344
NT,AU-NT,2015-16,2015,Total renewable,GWh,58.651
NT,AU-NT,2015-16,2015,Wind,GWh,
NT,AU-NT,2016-17,2016,"Bagasse, wood",GWh,
NT,AU-NT,2016-17,2016,Biogas,GWh,7.612
NT,AU-NT,2016-17,2016,Black coal,GWh,
NT,AU-NT,2016-17,2016,Brown coal,GWh,
NT,AU-NT,2016-17,2016,Geothermal,GWh,
NT,AU-NT,2016-17,2016,Hydro,GWh,
NT,AU-NT,2016-17,2016,Large-scale solar PV,GWh,18.468
NT,AU-NT,2016-17,2016,Natural gas,GWh,2366.493
NT,AU-NT,2016-17,2016,Oil products,GWh,537.402
NT,AU-NT,2016-17,2016,Other,GWh,
NT,AU-NT,2016-17,2016,Small-scale solar PV,GWh,61.251
NT,AU-NT,2016-17,2016,Total,GWh,2991.226
NT,AU-NT,2016-17,2016,Total non-renewable,GWh,2903.895
NT,AU-NT,2016-17,2016,Total renewable,GWh,87.331
NT,AU-NT,2016-17,2016,Wind,GWh,
NT,AU-NT,2017-18,2017,"Bagasse, wood",GWh,
NT,AU-NT,2017-18,2017,Biogas,GWh,8.608
NT,AU-NT,2017-18,2017,Black coal,GWh,
NT,AU-NT,2017-18,2017,Brown coal,GWh,
NT,AU-NT,2017-18,2017,Geothermal,GWh,
NT,AU-NT,2017-18,2017,Hydro,GWh,
NT,AU-NT,2017-18,2017,Large-scale solar PV,GWh,30.504
NT,AU-NT,2017-18,2017,Natural gas,GWh,2437.758
NT,AU-NT,2017-18,2017,Oil products,GWh,947.176
NT,AU-NT,2017-18,2017,Other,GWh,
NT,AU-NT,2017-18,2017,Small-scale solar PV,GWh,85.773
NT,AU-NT,2017-18,2017,Total,GWh,3509.819
NT,AU-NT,2017-18,2017,Total non-renewable,GWh,3384.935
NT,AU-NT,2017-18,2017,Total renewable,GWh,124.884
NT,AU-NT,2017-18,2017,Wind,GWh,
NT,AU-NT,2018-19,2018,"Bagasse, wood",GWh,
NT,AU-NT,2018-19,2018,Biogas,GWh,8.785
NT,AU-NT,2018-19,2018,Black coal,GWh,
NT,AU-NT,2018-19,2018,Brown coal,GWh,
NT,AU-NT,2018-19,2018,Geothermal,GWh,
NT,AU-NT,2018-19,2018,Hydro,GWh,
NT,AU-NT,2018-19,2018,Large-scale solar PV,GWh,32.652
NT,AU-NT,2018-19,2018,Natural gas,GWh,3503.228
NT,AU-NT,2018-19,2018,Oil products,GWh,794.978
NT,AU-NT,2018-19,2018,Other,GWh,
NT,AU-NT,2018-19,2018,Small-scale solar PV,GWh,117.882
NT,AU-NT,2018-19,2018,Total,GWh,4457.524
NT,AU-NT,2018-19,2018,Total non-renewable,GWh,4298.205
NT,AU-NT,2018-19,2018,Total renewable,GWh,159.319
NT,AU-NT,2018-19,2018,Wind,GWh,
NT,AU-NT,2019-20,2019,"Bagasse, wood",GWh,
NT,AU-NT,2019-20,2019,Biogas,GWh,8.722
NT,AU-NT,2019-20,2019,Black coal,GWh,
NT,AU-NT,2019-20,2019,Brown coal,GWh,
NT,AU-NT,2019-20,2019,Geothermal,GWh,
NT,AU-NT,2019-20,2019,Hydro,GWh,
NT,AU-NT,2019-20,2019,Large-scale solar PV,GWh,39.249
NT,AU-NT,2019-20,2019,Natural gas,GWh,4285.007
NT,AU-NT,2019-20,2019,Oil products,GWh,504.397
NT,AU-NT,2019-20,2019,Other,GWh,
NT,AU-NT,2019-20,2019,Small-scale solar PV,GWh,162.212
NT,AU-NT,2019-20,2019,Total,GWh,4999.587
NT,AU-NT,2019-20,2019,Total non-renewable,GWh,4789.404
NT,AU-NT,2019-20,2019,Total renewable,GWh,210.183
NT,AU-NT,2019-20,2019,Wind,GWh,
NT,AU-NT,2020-21,2020,"Bagasse, wood",GWh,
NT,AU-NT,2020-21,2020,Biogas,GWh,7.98
NT,AU-NT,2020-21,2020,Black coal,GWh,
NT,AU-NT,2020-21,2020,Brown coal,GWh,
NT,AU-NT,2020-21,2020,Geothermal,GWh,
NT,AU-NT,2020-21,2020,Hydro,GWh,
NT,AU-NT,2020-21,2020,Large-scale solar PV,GWh,44.607
NT,AU-NT,2020-21,2020,Natural gas,GWh,4142.973
NT,AU-NT,2020-21,2020,Oil products,GWh,502.491
NT,AU-NT,2020-21,2020,Other,GWh,
NT,AU-NT,2020-21,2020,Small-scale solar PV,GWh,203.556
NT,AU-NT,2020-21,2020,Total,GWh,4901.608
NT,AU-NT,2020-21,2020,Total non-renewable,GWh,4645.465
NT,AU-NT,2020-21,2020,Total renewable,GWh,256.144
NT,AU-NT,2020-21,2020,Wind,GWh,
NT,AU-NT,2021-22,2021,"Bagasse, wood",GWh,
NT,AU-NT,2021-22,2021,Biogas,GWh,5.976
NT,AU-NT,2021-22,2021,Black coal,GWh,
NT,AU-NT,2021-22,2021,Brown coal,GWh,
NT,AU-NT,2021-22,2021,Geothermal,GWh,
NT,AU-NT,2021-22,2021,Hydro,GWh,
NT,AU-NT,2021-22,2021,Large-scale solar PV,GWh,46.126
NT,AU-NT,2021-22,2021,Natural gas,GWh,4561.489
NT,AU-NT,2021-22,2021,Oil products,GWh,461.921
NT,AU-NT,2021-22,2021,Other,GWh,
NT,AU-NT,2021-22,2021,Small-scale solar PV,GWh,230.893
NT,AU-NT,2021-22,2021,Total,GWh,5306.405
NT,AU-NT,2021-22,2021,Total non-renewable,GWh,5023.411
NT,AU-NT,2021-22,2021,Total renewable,GWh,282.994
NT,AU-NT,2021-22,2021,Wind,GWh,
NT,AU-NT,2022-23,2022,"Bagasse, wood",GWh,
NT,AU-NT,2022-23,2022,Biogas,GWh,8.988
NT,AU-NT,2022-23,2022,Black coal,GWh,
NT,AU-NT,2022-23,2022,Brown coal,GWh,
NT,AU-NT,2022-23,2022,Geothermal,GWh,
NT,AU-NT,2022-23,2022,Hydro,GWh,
NT,AU-NT,2022-23,2022,Large-scale solar PV,GWh,36.846
NT,AU-NT,2022-23,2022,Natural gas,GWh,4160.223
NT,AU-NT,2022-23,2022,Oil products,GWh,527.223
NT,AU-NT,2022-23,2022,Other,GWh,
NT,AU-NT,2022-23,2022,Small-scale solar PV,GWh,261.624
NT,AU-NT,2022-23,2022,Total,GWh,4994.903
NT,AU-NT,2022-23,2022,Total non-renewable,GWh,4687.446
NT,AU-NT,2022-23,2022,Total renewable,GWh,307.457
NT,AU-NT,2022-23,2022,Wind,GWh,
NT,AU-NT,2023-24,2023,"Bagasse, wood",GWh,
NT,AU-NT,2023-24,2023,Biogas,GWh,9.178
NT,AU-NT,2023-24,2023,Black coal,GWh,
NT,AU-NT,2023-24,2023,Brown coal,GWh,
NT,AU-NT,2023-24,2023,Geothermal,GWh,
NT,AU-NT,2023-24,2023,Hydro,GWh,
NT,AU-NT,2023-24,2023,Large-scale solar PV,GWh,62.874
NT,AU-NT,2023-24,2023,Natural gas,GWh,4509.076
NT,AU-NT,2023-24,2023,Oil products,GWh,504.985
NT,AU-NT,2023-24,2023,Other,GWh,
NT,AU-NT,2023-24,2023,Small-scale solar PV,GWh,286.415
NT,AU-NT,2023-24,2023,Total,GWh,5372.528
NT,AU-NT,2023-24,2023,Total non-renewable,GWh,5014.061
NT,AU-NT,2023-24,2023,Total renewable,GWh,358.467
NT,AU-NT,2023-24,2023,Wind,GWh,
QLD,AU-QLD,8-Sep,#VALUE!,"Bagasse, wood",GWh,1472.1
QLD,AU-QLD,8-Sep,#VALUE!,Biogas,GWh,116.4
QLD,AU-QLD,8-Sep,#VALUE!,Black coal,GWh,50882.2
QLD,AU-QLD,8-Sep,#VALUE!,Brown coal,GWh,
QLD,AU-QLD,8-Sep,#VALUE!,Geothermal,GWh,0.5
QLD,AU-QLD,8-Sep,#VALUE!,Hydro,GWh,820.2
QLD,AU-QLD,8-Sep,#VALUE!,Large-scale solar PV,GWh,
QLD,AU-QLD,8-Sep,#VALUE!,Natural gas,GWh,9257.2
QLD,AU-QLD,8-Sep,#VALUE!,Oil products,GWh,711.4
QLD,AU-QLD,8-Sep,#VALUE!,Other,GWh,
QLD,AU-QLD,8-Sep,#VALUE!,Small-scale solar PV,GWh,50.8
QLD,AU-QLD,8-Sep,#VALUE!,Total,GWh,63338.1
QLD,AU-QLD,8-Sep,#VALUE!,Total non-renewable,GWh,60850.8
QLD,AU-QLD,8-Sep,#VALUE!,Total renewable,GWh,2487.3
QLD,AU-QLD,8-Sep,#VALUE!,Wind,GWh,27.3
QLD,AU-QLD,9-Oct,#VALUE!,"Bagasse, wood",GWh,1466.5
QLD,AU-QLD,9-Oct,#VALUE!,Biogas,GWh,81.5
QLD,AU-QLD,9-Oct,#VALUE!,Black coal,GWh,49713.7
QLD,AU-QLD,9-Oct,#VALUE!,Brown coal,GWh,
QLD,AU-QLD,9-Oct,#VALUE!,Geothermal,GWh,0.5
QLD,AU-QLD,9-Oct,#VALUE!,Hydro,GWh,572.8
QLD,AU-QLD,9-Oct,#VALUE!,Large-scale solar PV,GWh,
QLD,AU-QLD,9-Oct,#VALUE!,Natural gas,GWh,12020.6
QLD,AU-QLD,9-Oct,#VALUE!,Oil products,GWh,370.7
QLD,AU-QLD,9-Oct,#VALUE!,Other,GWh,
QLD,AU-QLD,9-Oct,#VALUE!,Small-scale solar PV,GWh,121.3
QLD,AU-QLD,9-Oct,#VALUE!,Total,GWh,64378.509
QLD,AU-QLD,9-Oct,#VALUE!,Total non-renewable,GWh,62105
QLD,AU-QLD,9-Oct,#VALUE!,Total renewable,GWh,2273.509
QLD,AU-QLD,9-Oct,#VALUE!,Wind,GWh,30.909
QLD,AU-QLD,10-Nov,#VALUE!,"Bagasse, wood",GWh,823.7
QLD,AU-QLD,10-Nov,#VALUE!,Biogas,GWh,97
QLD,AU-QLD,10-Nov,#VALUE!,Black coal,GWh,45864.3
QLD,AU-QLD,10-Nov,#VALUE!,Brown coal,GWh,
QLD,AU-QLD,10-Nov,#VALUE!,Geothermal,GWh,0.5
QLD,AU-QLD,10-Nov,#VALUE!,Hydro,GWh,965.6
QLD,AU-QLD,10-Nov,#VALUE!,Large-scale solar PV,GWh,
QLD,AU-QLD,10-Nov,#VALUE!,Natural gas,GWh,14595.3
QLD,AU-QLD,10-Nov,#VALUE!,Oil products,GWh,373.7
QLD,AU-QLD,10-Nov,#VALUE!,Other,GWh,
QLD,AU-QLD,10-Nov,#VALUE!,Small-scale solar PV,GWh,400.6
QLD,AU-QLD,10-Nov,#VALUE!,Total,GWh,63148
QLD,AU-QLD,10-Nov,#VALUE!,Total non-renewable,GWh,60833.3
QLD,AU-QLD,10-Nov,#VALUE!,Total renewable,GWh,2314.7
QLD,AU-QLD,10-Nov,#VALUE!,Wind,GWh,27.3
QLD,AU-QLD,11-Dec,#VALUE!,"Bagasse, wood",GWh,1005.6
QLD,AU-QLD,11-Dec,#VALUE!,Biogas,GWh,119.2
QLD,AU-QLD,11-Dec,#VALUE!,Black coal,GWh,45417.3
QLD,AU-QLD,11-Dec,#VALUE!,Brown coal,GWh,
QLD,AU-QLD,11-Dec,#VALUE!,Geothermal,GWh,0.5
QLD,AU-QLD,11-Dec,#VALUE!,Hydro,GWh,723.2
QLD,AU-QLD,11-Dec,#VALUE!,Large-scale solar PV,GWh,
QLD,AU-QLD,11-Dec,#VALUE!,Natural gas,GWh,15303.4
QLD,AU-QLD,11-Dec,#VALUE!,Oil products,GWh,306
QLD,AU-QLD,11-Dec,#VALUE!,Other,GWh,
QLD,AU-QLD,11-Dec,#VALUE!,Small-scale solar PV,GWh,760.3
QLD,AU-QLD,11-Dec,#VALUE!,Total,GWh,63663.2
QLD,AU-QLD,11-Dec,#VALUE!,Total non-renewable,GWh,61026.7
QLD,AU-QLD,11-Dec,#VALUE!,Total renewable,GWh,2636.5
QLD,AU-QLD,11-Dec,#VALUE!,Wind,GWh,27.7
QLD,AU-QLD,2012-13,2012,"Bagasse, wood",GWh,1117.8
QLD,AU-QLD,2012-13,2012,Biogas,GWh,121.4
QLD,AU-QLD,2012-13,2012,Black coal,GWh,44415.6
QLD,AU-QLD,2012-13,2012,Brown coal,GWh,
QLD,AU-QLD,2012-13,2012,Geothermal,GWh,0.5
QLD,AU-QLD,2012-13,2012,Hydro,GWh,684.1
QLD,AU-QLD,2012-13,2012,Large-scale solar PV,GWh,
QLD,AU-QLD,2012-13,2012,Natural gas,GWh,13909.5
QLD,AU-QLD,2012-13,2012,Oil products,GWh,1042.6
QLD,AU-QLD,2012-13,2012,Other,GWh,
QLD,AU-QLD,2012-13,2012,Small-scale solar PV,GWh,1310.2
QLD,AU-QLD,2012-13,2012,Total,GWh,62632.4
QLD,AU-QLD,2012-13,2012,Total non-renewable,GWh,59367.7
QLD,AU-QLD,2012-13,2012,Total renewable,GWh,3264.7
QLD,AU-QLD,2012-13,2012,Wind,GWh,30.7
QLD,AU-QLD,2013-14,2013,"Bagasse, wood",GWh,1403
QLD,AU-QLD,2013-14,2013,Biogas,GWh,82.8
QLD,AU-QLD,2013-14,2013,Black coal,GWh,40260.7
QLD,AU-QLD,2013-14,2013,Brown coal,GWh,
QLD,AU-QLD,2013-14,2013,Geothermal,GWh,0.5
QLD,AU-QLD,2013-14,2013,Hydro,GWh,820.9
QLD,AU-QLD,2013-14,2013,Large-scale solar PV,GWh,4.013
QLD,AU-QLD,2013-14,2013,Natural gas,GWh,15454.3
QLD,AU-QLD,2013-14,2013,Oil products,GWh,959.5
QLD,AU-QLD,2013-14,2013,Other,GWh,
QLD,AU-QLD,2013-14,2013,Small-scale solar PV,GWh,1460.552
QLD,AU-QLD,2013-14,2013,Total,GWh,60479.965
QLD,AU-QLD,2013-14,2013,Total non-renewable,GWh,56674.5
QLD,AU-QLD,2013-14,2013,Total renewable,GWh,3805.465
QLD,AU-QLD,2013-14,2013,Wind,GWh,33.7
QLD,AU-QLD,2014-15,2014,"Bagasse, wood",GWh,1550.3
QLD,AU-QLD,2014-15,2014,Biogas,GWh,91.1
QLD,AU-QLD,2014-15,2014,Black coal,GWh,44553.8
QLD,AU-QLD,2014-15,2014,Brown coal,GWh,
QLD,AU-QLD,2014-15,2014,Geothermal,GWh,0.6
QLD,AU-QLD,2014-15,2014,Hydro,GWh,649.1
QLD,AU-QLD,2014-15,2014,Large-scale solar PV,GWh,5.928
QLD,AU-QLD,2014-15,2014,Natural gas,GWh,18248.5
QLD,AU-QLD,2014-15,2014,Oil products,GWh,1197.2
QLD,AU-QLD,2014-15,2014,Other,GWh,
QLD,AU-QLD,2014-15,2014,Small-scale solar PV,GWh,1788.021
QLD,AU-QLD,2014-15,2014,Total,GWh,68117.042
QLD,AU-QLD,2014-15,2014,Total non-renewable,GWh,63999.5
QLD,AU-QLD,2014-15,2014,Total renewable,GWh,4117.542
QLD,AU-QLD,2014-15,2014,Wind,GWh,32.492
QLD,AU-QLD,2015-16,2015,"Bagasse, wood",GWh,1656.281
QLD,AU-QLD,2015-16,2015,Biogas,GWh,115.483
QLD,AU-QLD,2015-16,2015,Black coal,GWh,48015.845
QLD,AU-QLD,2015-16,2015,Brown coal,GWh,
QLD,AU-QLD,2015-16,2015,Geothermal,GWh,0.215
QLD,AU-QLD,2015-16,2015,Hydro,GWh,491.722
QLD,AU-QLD,2015-16,2015,Large-scale solar PV,GWh,7.325
QLD,AU-QLD,2015-16,2015,Natural gas,GWh,13816.933
QLD,AU-QLD,2015-16,2015,Oil products,GWh,1199.072
QLD,AU-QLD,2015-16,2015,Other,GWh,
QLD,AU-QLD,2015-16,2015,Small-scale solar PV,GWh,2055.85
QLD,AU-QLD,2015-16,2015,Total,GWh,67387.132
QLD,AU-QLD,2015-16,2015,Total non-renewable,GWh,63031.85
QLD,AU-QLD,2015-16,2015,Total renewable,GWh,4355.282
QLD,AU-QLD,2015-16,2015,Wind,GWh,28.406
QLD,AU-QLD,2016-17,2016,"Bagasse, wood",GWh,1291.767
QLD,AU-QLD,2016-17,2016,Biogas,GWh,118.269
QLD,AU-QLD,2016-17,2016,Black coal,GWh,51042.664
QLD,AU-QLD,2016-17,2016,Brown coal,GWh,
QLD,AU-QLD,2016-17,2016,Geothermal,GWh,0.502
QLD,AU-QLD,2016-17,2016,Hydro,GWh,672.206
QLD,AU-QLD,2016-17,2016,Large-scale solar PV,GWh,34.087
QLD,AU-QLD,2016-17,2016,Natural gas,GWh,12236.549
QLD,AU-QLD,2016-17,2016,Oil products,GWh,1215.94
QLD,AU-QLD,2016-17,2016,Other,GWh,
QLD,AU-QLD,2016-17,2016,Small-scale solar PV,GWh,2335.873
QLD,AU-QLD,2016-17,2016,Total,GWh,68976.819
QLD,AU-QLD,2016-17,2016,Total non-renewable,GWh,64495.153
QLD,AU-QLD,2016-17,2016,Total renewable,GWh,4481.666
QLD,AU-QLD,2016-17,2016,Wind,GWh,28.962
QLD,AU-QLD,2017-18,2017,"Bagasse, wood",GWh,1252.897
QLD,AU-QLD,2017-18,2017,Biogas,GWh,126.496
QLD,AU-QLD,2017-18,2017,Black coal,GWh,53635.267
QLD,AU-QLD,2017-18,2017,Brown coal,GWh,
QLD,AU-QLD,2017-18,2017,Geothermal,GWh,
QLD,AU-QLD,2017-18,2017,Hydro,GWh,646.115
QLD,AU-QLD,2017-18,2017,Large-scale solar PV,GWh,171.467
QLD,AU-QLD,2017-18,2017,Natural gas,GWh,11045.527
QLD,AU-QLD,2017-18,2017,Oil products,GWh,1047.661
QLD,AU-QLD,2017-18,2017,Other,GWh,
QLD,AU-QLD,2017-18,2017,Small-scale solar PV,GWh,2760.859
QLD,AU-QLD,2017-18,2017,Total,GWh,70716.563
QLD,AU-QLD,2017-18,2017,Total non-renewable,GWh,65728.454
QLD,AU-QLD,2017-18,2017,Total renewable,GWh,4988.108
QLD,AU-QLD,2017-18,2017,Wind,GWh,30.274
QLD,AU-QLD,2018-19,2018,"Bagasse, wood",GWh,1157.937
QLD,AU-QLD,2018-19,2018,Biogas,GWh,175.075
QLD,AU-QLD,2018-19,2018,Black coal,GWh,52120.624
QLD,AU-QLD,2018-19,2018,Brown coal,GWh,
QLD,AU-QLD,2018-19,2018,Geothermal,GWh,
QLD,AU-QLD,2018-19,2018,Hydro,GWh,1057.306
QLD,AU-QLD,2018-19,2018,Large-scale solar PV,GWh,1491.654
QLD,AU-QLD,2018-19,2018,Natural gas,GWh,9933.919
QLD,AU-QLD,2018-19,2018,Oil products,GWh,1000.586
QLD,AU-QLD,2018-19,2018,Other,GWh,
QLD,AU-QLD,2018-19,2018,Small-scale solar PV,GWh,3330.242
QLD,AU-QLD,2018-19,2018,Total,GWh,70666.481
QLD,AU-QLD,2018-19,2018,Total non-renewable,GWh,63055.128
QLD,AU-QLD,2018-19,2018,Total renewable,GWh,7611.352
QLD,AU-QLD,2018-19,2018,Wind,GWh,399.139
QLD,AU-QLD,2019-20,2019,"Bagasse, wood",GWh,1029.768
QLD,AU-QLD,2019-20,2019,Biogas,GWh,189.207
QLD,AU-QLD,2019-20,2019,Black coal,GWh,48568.909
QLD,AU-QLD,2019-20,2019,Brown coal,GWh,
QLD,AU-QLD,2019-20,2019,Geothermal,GWh,
QLD,AU-QLD,2019-20,2019,Hydro,GWh,634.622
QLD,AU-QLD,2019-20,2019,Large-scale solar PV,GWh,3334.52
QLD,AU-QLD,2019-20,2019,Natural gas,GWh,11214.11
QLD,AU-QLD,2019-20,2019,Oil products,GWh,983.736
QLD,AU-QLD,2019-20,2019,Other,GWh,
QLD,AU-QLD,2019-20,2019,Small-scale solar PV,GWh,4120.237
QLD,AU-QLD,2019-20,2019,Total,GWh,71003.001
QLD,AU-QLD,2019-20,2019,Total non-renewable,GWh,60766.756
QLD,AU-QLD,2019-20,2019,Total renewable,GWh,10236.245
QLD,AU-QLD,2019-20,2019,Wind,GWh,927.89
QLD,AU-QLD,2020-21,2020,"Bagasse, wood",GWh,1076.402
QLD,AU-QLD,2020-21,2020,Biogas,GWh,198.522
QLD,AU-QLD,2020-21,2020,Black coal,GWh,46248.188
QLD,AU-QLD,2020-21,2020,Brown coal,GWh,
QLD,AU-QLD,2020-21,2020,Geothermal,GWh,
QLD,AU-QLD,2020-21,2020,Hydro,GWh,950.198
QLD,AU-QLD,2020-21,2020,Large-scale solar PV,GWh,3395.78
QLD,AU-QLD,2020-21,2020,Natural gas,GWh,10324.408
QLD,AU-QLD,2020-21,2020,Oil products,GWh,1034.935
QLD,AU-QLD,2020-21,2020,Other,GWh,
QLD,AU-QLD,2020-21,2020,Small-scale solar PV,GWh,5160.929
QLD,AU-QLD,2020-21,2020,Total,GWh,70215.406
QLD,AU-QLD,2020-21,2020,Total non-renewable,GWh,57607.532
QLD,AU-QLD,2020-21,2020,Total renewable,GWh,12607.874
QLD,AU-QLD,2020-21,2020,Wind,GWh,1826.044
QLD,AU-QLD,2021-22,2021,"Bagasse, wood",GWh,990.274
QLD,AU-QLD,2021-22,2021,Biogas,GWh,223.491
QLD,AU-QLD,2021-22,2021,Black coal,GWh,44460.898
QLD,AU-QLD,2021-22,2021,Brown coal,GWh,
QLD,AU-QLD,2021-22,2021,Geothermal,GWh,
QLD,AU-QLD,2021-22,2021,Hydro,GWh,1118.899
QLD,AU-QLD,2021-22,2021,Large-scale solar PV,GWh,3766.083
QLD,AU-QLD,2021-22,2021,Natural gas,GWh,9505.386
QLD,AU-QLD,2021-22,2021,Oil products,GWh,1098.31
QLD,AU-QLD,2021-22,2021,Other,GWh,
QLD,AU-QLD,2021-22,2021,Small-scale solar PV,GWh,6219.647
QLD,AU-QLD,2021-22,2021,Total,GWh,69233.116
QLD,AU-QLD,2021-22,2021,Total non-renewable,GWh,55064.593
QLD,AU-QLD,2021-22,2021,Total renewable,GWh,14168.523
QLD,AU-QLD,2021-22,2021,Wind,GWh,1850.128
QLD,AU-QLD,2022-23,2022,"Bagasse, wood",GWh,913.857
QLD,AU-QLD,2022-23,2022,Biogas,GWh,256.128
QLD,AU-QLD,2022-23,2022,Black coal,GWh,43230.766
QLD,AU-QLD,2022-23,2022,Brown coal,GWh,
QLD,AU-QLD,2022-23,2022,Geothermal,GWh,
QLD,AU-QLD,2022-23,2022,Hydro,GWh,1244.086
QLD,AU-QLD,2022-23,2022,Large-scale solar PV,GWh,5413.036
QLD,AU-QLD,2022-23,2022,Natural gas,GWh,9113.598
QLD,AU-QLD,2022-23,2022,Oil products,GWh,1235.302
QLD,AU-QLD,2022-23,2022,Other,GWh,
QLD,AU-QLD,2022-23,2022,Small-scale solar PV,GWh,7263.341
QLD,AU-QLD,2022-23,2022,Total,GWh,70794.952
QLD,AU-QLD,2022-23,2022,Total non-renewable,GWh,53579.665
QLD,AU-QLD,2022-23,2022,Total renewable,GWh,17215.287
QLD,AU-QLD,2022-23,2022,Wind,GWh,2124.839
QLD,AU-QLD,2023-24,2023,"Bagasse, wood",GWh,1154.887
QLD,AU-QLD,2023-24,2023,Biogas,GWh,258.982
QLD,AU-QLD,2023-24,2023,Black coal,GWh,43591.717
QLD,AU-QLD,2023-24,2023,Brown coal,GWh,
QLD,AU-QLD,2023-24,2023,Geothermal,GWh,
