Jurisdiction,iso_3166_2,YearDur,Year,Fuel,Unit,Quantity
TAS,AU-TAS,2019-20,2019,Total,GWh,11678.491
TAS,AU-TAS,2019-20,2019,Total non-renewable,GWh,217.312
TAS,AU-TAS,2019-20,2019,Total renewable,GWh,11461.179
TAS,AU-TAS,2019-20,2019,Wind,GWh,1362.035
TAS,AU-TAS,2020-21,2020,"Bagasse, wood",GWh,
TAS,AU-TAS,2020-21,2020,Biogas,GWh,31.774
TAS,AU-TAS,2020-21,2020,Black coal,GWh,
TAS,AU-TAS,2020-21,2020,Brown coal,GWh,
TAS,AU-TAS,2020-21,2020,Geothermal,GWh,
TAS,AU-TAS,2020-21,2020,Hydro,GWh,8301.873
TAS,AU-TAS,2020-21,2020,Large-scale solar PV,GWh,3.03
TAS,AU-TAS,2020-21,2020,Natural gas,GWh,186.131
TAS,AU-TAS,2020-21,2020,Oil products,GWh,19.835
TAS,AU-TAS,2020-21,2020,Other,GWh,
TAS,AU-TAS,2020-21,2020,Small-scale solar PV,GWh,218.629
TAS,AU-TAS,2020-21,2020,Total,GWh,10576.532
TAS,AU-TAS,2020-21,2020,Total non-renewable,GWh,205.966
TAS,AU-TAS,2020-21,2020,Total renewable,GWh,10370.566
TAS,AU-TAS,2020-21,2020,Wind,GWh,1815.259
TAS,AU-TAS,2021-22,2021,"Bagasse, wood",GWh,
TAS,AU-TAS,2021-22,2021,Biogas,GWh,32.976
TAS,AU-TAS,2021-22,2021,Black coal,GWh,
TAS,AU-TAS,2021-22,2021,Brown coal,GWh,
TAS,AU-TAS,2021-22,2021,Geothermal,GWh,
TAS,AU-TAS,2021-22,2021,Hydro,GWh,9709.625
TAS,AU-TAS,2021-22,2021,Large-scale solar PV,GWh,2.973
TAS,AU-TAS,2021-22,2021,Natural gas,GWh,174.762
TAS,AU-TAS,2021-22,2021,Oil products,GWh,10.676
TAS,AU-TAS,2021-22,2021,Other,GWh,
TAS,AU-TAS,2021-22,2021,Small-scale solar PV,GWh,255.501
TAS,AU-TAS,2021-22,2021,Total,GWh,11975.694
TAS,AU-TAS,2021-22,2021,Total non-renewable,GWh,185.438
TAS,AU-TAS,2021-22,2021,Total renewable,GWh,11790.255
TAS,AU-TAS,2021-22,2021,Wind,GWh,1789.181
TAS,AU-TAS,2022-23,2022,"Bagasse, wood",GWh,
TAS,AU-TAS,2022-23,2022,Biogas,GWh,31.817
TAS,AU-TAS,2022-23,2022,Black coal,GWh,
TAS,AU-TAS,2022-23,2022,Brown coal,GWh,
TAS,AU-TAS,2022-23,2022,Geothermal,GWh,
TAS,AU-TAS,2022-23,2022,Hydro,GWh,8359.825
TAS,AU-TAS,2022-23,2022,Large-scale solar PV,GWh,3.988
TAS,AU-TAS,2022-23,2022,Natural gas,GWh,193.567
TAS,AU-TAS,2022-23,2022,Oil products,GWh,12.669
TAS,AU-TAS,2022-23,2022,Other,GWh,
TAS,AU-TAS,2022-23,2022,Small-scale solar PV,GWh,300.033
TAS,AU-TAS,2022-23,2022,Total,GWh,10707.174
TAS,AU-TAS,2022-23,2022,Total non-renewable,GWh,206.236
TAS,AU-TAS,2022-23,2022,Total renewable,GWh,10500.939
TAS,AU-TAS,2022-23,2022,Wind,GWh,1805.276
TAS,AU-TAS,2023-24,2023,"Bagasse, wood",GWh,
TAS,AU-TAS,2023-24,2023,Biogas,GWh,37.148
TAS,AU-TAS,2023-24,2023,Black coal,GWh,
TAS,AU-TAS,2023-24,2023,Brown coal,GWh,
TAS,AU-TAS,2023-24,2023,Geothermal,GWh,
TAS,AU-TAS,2023-24,2023,Hydro,GWh,7624.35
TAS,AU-TAS,2023-24,2023,Large-scale solar PV,GWh,3.732
TAS,AU-TAS,2023-24,2023,Natural gas,GWh,294.704
TAS,AU-TAS,2023-24,2023,Oil products,GWh,13.115
TAS,AU-TAS,2023-24,2023,Other,GWh,
TAS,AU-TAS,2023-24,2023,Small-scale solar PV,GWh,357.187
TAS,AU-TAS,2023-24,2023,Total,GWh,10141.909
TAS,AU-TAS,2023-24,2023,Total non-renewable,GWh,307.819
TAS,AU-TAS,2023-24,2023,Total renewable,GWh,9834.09
TAS,AU-TAS,2023-24,2023,Wind,GWh,1811.673
VIC,AU-VIC,8-Sep,#VALUE!,"Bagasse, wood",GWh,
VIC,AU-VIC,8-Sep,#VALUE!,Biogas,GWh,292
VIC,AU-VIC,8-Sep,#VALUE!,Black coal,GWh,
VIC,AU-VIC,8-Sep,#VALUE!,Brown coal,GWh,52094
VIC,AU-VIC,8-Sep,#VALUE!,Geothermal,GWh,
VIC,AU-VIC,8-Sep,#VALUE!,Hydro,GWh,2234.523
VIC,AU-VIC,8-Sep,#VALUE!,Large-scale solar PV,GWh,
VIC,AU-VIC,8-Sep,#VALUE!,Natural gas,GWh,1451.9
VIC,AU-VIC,8-Sep,#VALUE!,Oil products,GWh,20.4
VIC,AU-VIC,8-Sep,#VALUE!,Other,GWh,
VIC,AU-VIC,8-Sep,#VALUE!,Small-scale solar PV,GWh,24.1
VIC,AU-VIC,8-Sep,#VALUE!,Total,GWh,56689.923
VIC,AU-VIC,8-Sep,#VALUE!,Total non-renewable,GWh,53566.3
VIC,AU-VIC,8-Sep,#VALUE!,Total renewable,GWh,3123.623
VIC,AU-VIC,8-Sep,#VALUE!,Wind,GWh,573
VIC,AU-VIC,9-Oct,#VALUE!,"Bagasse, wood",GWh,
VIC,AU-VIC,9-Oct,#VALUE!,Biogas,GWh,303.4
VIC,AU-VIC,9-Oct,#VALUE!,Black coal,GWh,
VIC,AU-VIC,9-Oct,#VALUE!,Brown coal,GWh,51541.7
VIC,AU-VIC,9-Oct,#VALUE!,Geothermal,GWh,
VIC,AU-VIC,9-Oct,#VALUE!,Hydro,GWh,1974.974
VIC,AU-VIC,9-Oct,#VALUE!,Large-scale solar PV,GWh,
VIC,AU-VIC,9-Oct,#VALUE!,Natural gas,GWh,1697.9
VIC,AU-VIC,9-Oct,#VALUE!,Oil products,GWh,1.1
VIC,AU-VIC,9-Oct,#VALUE!,Other,GWh,
VIC,AU-VIC,9-Oct,#VALUE!,Small-scale solar PV,GWh,66.2
VIC,AU-VIC,9-Oct,#VALUE!,Total,GWh,56991.274
VIC,AU-VIC,9-Oct,#VALUE!,Total non-renewable,GWh,53240.7
VIC,AU-VIC,9-Oct,#VALUE!,Total renewable,GWh,3750.574
VIC,AU-VIC,9-Oct,#VALUE!,Wind,GWh,1406
VIC,AU-VIC,10-Nov,#VALUE!,"Bagasse, wood",GWh,
VIC,AU-VIC,10-Nov,#VALUE!,Biogas,GWh,339.6
VIC,AU-VIC,10-Nov,#VALUE!,Black coal,GWh,
VIC,AU-VIC,10-Nov,#VALUE!,Brown coal,GWh,51066.5
VIC,AU-VIC,10-Nov,#VALUE!,Geothermal,GWh,
VIC,AU-VIC,10-Nov,#VALUE!,Hydro,GWh,3910.622
VIC,AU-VIC,10-Nov,#VALUE!,Large-scale solar PV,GWh,
VIC,AU-VIC,10-Nov,#VALUE!,Natural gas,GWh,1289.8
VIC,AU-VIC,10-Nov,#VALUE!,Oil products,GWh,38.2
VIC,AU-VIC,10-Nov,#VALUE!,Other,GWh,
VIC,AU-VIC,10-Nov,#VALUE!,Small-scale solar PV,GWh,205.5
VIC,AU-VIC,10-Nov,#VALUE!,Total,GWh,58284.622
VIC,AU-VIC,10-Nov,#VALUE!,Total non-renewable,GWh,52394.5
VIC,AU-VIC,10-Nov,#VALUE!,Total renewable,GWh,5890.122
VIC,AU-VIC,10-Nov,#VALUE!,Wind,GWh,1434.4
VIC,AU-VIC,11-Dec,#VALUE!,"Bagasse, wood",GWh,187.106
VIC,AU-VIC,11-Dec,#VALUE!,Biogas,GWh,672.241
VIC,AU-VIC,11-Dec,#VALUE!,Black coal,GWh,
VIC,AU-VIC,11-Dec,#VALUE!,Brown coal,GWh,52059.7
VIC,AU-VIC,11-Dec,#VALUE!,Geothermal,GWh,
VIC,AU-VIC,11-Dec,#VALUE!,Hydro,GWh,2393.275
VIC,AU-VIC,11-Dec,#VALUE!,Large-scale solar PV,GWh,
VIC,AU-VIC,11-Dec,#VALUE!,Natural gas,GWh,1142.5
VIC,AU-VIC,11-Dec,#VALUE!,Oil products,GWh,4
VIC,AU-VIC,11-Dec,#VALUE!,Other,GWh,
VIC,AU-VIC,11-Dec,#VALUE!,Small-scale solar PV,GWh,378.7
VIC,AU-VIC,11-Dec,#VALUE!,Total,GWh,58253.722
VIC,AU-VIC,11-Dec,#VALUE!,Total non-renewable,GWh,53206.2
VIC,AU-VIC,11-Dec,#VALUE!,Total renewable,GWh,5047.522
VIC,AU-VIC,11-Dec,#VALUE!,Wind,GWh,1416.2
VIC,AU-VIC,2012-13,2012,"Bagasse, wood",GWh,171.14
VIC,AU-VIC,2012-13,2012,Biogas,GWh,673.96
VIC,AU-VIC,2012-13,2012,Black coal,GWh,
VIC,AU-VIC,2012-13,2012,Brown coal,GWh,45317.6
VIC,AU-VIC,2012-13,2012,Geothermal,GWh,
VIC,AU-VIC,2012-13,2012,Hydro,GWh,3293.811
VIC,AU-VIC,2012-13,2012,Large-scale solar PV,GWh,
VIC,AU-VIC,2012-13,2012,Natural gas,GWh,3247.7
VIC,AU-VIC,2012-13,2012,Oil products,GWh,10.7
VIC,AU-VIC,2012-13,2012,Other,GWh,
VIC,AU-VIC,2012-13,2012,Small-scale solar PV,GWh,580.1
VIC,AU-VIC,2012-13,2012,Total,GWh,55300.111
VIC,AU-VIC,2012-13,2012,Total non-renewable,GWh,48576
VIC,AU-VIC,2012-13,2012,Total renewable,GWh,6724.111
VIC,AU-VIC,2012-13,2012,Wind,GWh,2005.1
VIC,AU-VIC,2013-14,2013,"Bagasse, wood",GWh,188.787
VIC,AU-VIC,2013-14,2013,Biogas,GWh,698.103
VIC,AU-VIC,2013-14,2013,Black coal,GWh,
VIC,AU-VIC,2013-14,2013,Brown coal,GWh,43977.7
VIC,AU-VIC,2013-14,2013,Geothermal,GWh,
VIC,AU-VIC,2013-14,2013,Hydro,GWh,2594.991
VIC,AU-VIC,2013-14,2013,Large-scale solar PV,GWh,4.41
VIC,AU-VIC,2013-14,2013,Natural gas,GWh,3239.3
VIC,AU-VIC,2013-14,2013,Oil products,GWh,145.8
VIC,AU-VIC,2013-14,2013,Other,GWh,
VIC,AU-VIC,2013-14,2013,Small-scale solar PV,GWh,674.162
VIC,AU-VIC,2013-14,2013,Total,GWh,54295.153
VIC,AU-VIC,2013-14,2013,Total non-renewable,GWh,47362.8
VIC,AU-VIC,2013-14,2013,Total renewable,GWh,6932.353
VIC,AU-VIC,2013-14,2013,Wind,GWh,2771.9
VIC,AU-VIC,2014-15,2014,"Bagasse, wood",GWh,251.976
VIC,AU-VIC,2014-15,2014,Biogas,GWh,420.258
VIC,AU-VIC,2014-15,2014,Black coal,GWh,
VIC,AU-VIC,2014-15,2014,Brown coal,GWh,48336.8
VIC,AU-VIC,2014-15,2014,Geothermal,GWh,
VIC,AU-VIC,2014-15,2014,Hydro,GWh,2513.612
VIC,AU-VIC,2014-15,2014,Large-scale solar PV,GWh,9.066
VIC,AU-VIC,2014-15,2014,Natural gas,GWh,2390.927
VIC,AU-VIC,2014-15,2014,Oil products,GWh,155.95
VIC,AU-VIC,2014-15,2014,Other,GWh,
VIC,AU-VIC,2014-15,2014,Small-scale solar PV,GWh,874.831
VIC,AU-VIC,2014-15,2014,Total,GWh,58021.211
VIC,AU-VIC,2014-15,2014,Total non-renewable,GWh,50883.677
VIC,AU-VIC,2014-15,2014,Total renewable,GWh,7137.534
VIC,AU-VIC,2014-15,2014,Wind,GWh,3067.791
VIC,AU-VIC,2015-16,2015,"Bagasse, wood",GWh,235.392
VIC,AU-VIC,2015-16,2015,Biogas,GWh,512.312
VIC,AU-VIC,2015-16,2015,Black coal,GWh,
VIC,AU-VIC,2015-16,2015,Brown coal,GWh,46234.132
VIC,AU-VIC,2015-16,2015,Geothermal,GWh,
VIC,AU-VIC,2015-16,2015,Hydro,GWh,3228.452
VIC,AU-VIC,2015-16,2015,Large-scale solar PV,GWh,11.473
VIC,AU-VIC,2015-16,2015,Natural gas,GWh,1892.244
VIC,AU-VIC,2015-16,2015,Oil products,GWh,70.573
VIC,AU-VIC,2015-16,2015,Other,GWh,
VIC,AU-VIC,2015-16,2015,Small-scale solar PV,GWh,1056.128
VIC,AU-VIC,2015-16,2015,Total,GWh,56582.536
VIC,AU-VIC,2015-16,2015,Total non-renewable,GWh,48196.949
VIC,AU-VIC,2015-16,2015,Total renewable,GWh,8385.587
VIC,AU-VIC,2015-16,2015,Wind,GWh,3341.83
VIC,AU-VIC,2016-17,2016,"Bagasse, wood",GWh,263.355
VIC,AU-VIC,2016-17,2016,Biogas,GWh,431.106
VIC,AU-VIC,2016-17,2016,Black coal,GWh,
VIC,AU-VIC,2016-17,2016,Brown coal,GWh,43594.098
VIC,AU-VIC,2016-17,2016,Geothermal,GWh,
VIC,AU-VIC,2016-17,2016,Hydro,GWh,3673.259
VIC,AU-VIC,2016-17,2016,Large-scale solar PV,GWh,13.802
VIC,AU-VIC,2016-17,2016,Natural gas,GWh,2658.739
VIC,AU-VIC,2016-17,2016,Oil products,GWh,109.281
VIC,AU-VIC,2016-17,2016,Other,GWh,
VIC,AU-VIC,2016-17,2016,Small-scale solar PV,GWh,1231.72
VIC,AU-VIC,2016-17,2016,Total,GWh,55536.21
VIC,AU-VIC,2016-17,2016,Total non-renewable,GWh,46362.117
VIC,AU-VIC,2016-17,2016,Total renewable,GWh,9174.092
VIC,AU-VIC,2016-17,2016,Wind,GWh,3560.851
VIC,AU-VIC,2017-18,2017,"Bagasse, wood",GWh,241.012
VIC,AU-VIC,2017-18,2017,Biogas,GWh,460.192
VIC,AU-VIC,2017-18,2017,Black coal,GWh,
VIC,AU-VIC,2017-18,2017,Brown coal,GWh,36021.427
VIC,AU-VIC,2017-18,2017,Geothermal,GWh,
VIC,AU-VIC,2017-18,2017,Hydro,GWh,2803.107
VIC,AU-VIC,2017-18,2017,Large-scale solar PV,GWh,39.442
VIC,AU-VIC,2017-18,2017,Natural gas,GWh,3829.887
VIC,AU-VIC,2017-18,2017,Oil products,GWh,178.023
VIC,AU-VIC,2017-18,2017,Other,GWh,
VIC,AU-VIC,2017-18,2017,Small-scale solar PV,GWh,1481.194
VIC,AU-VIC,2017-18,2017,Total,GWh,49358.134
VIC,AU-VIC,2017-18,2017,Total non-renewable,GWh,40029.336
VIC,AU-VIC,2017-18,2017,Total renewable,GWh,9328.798
VIC,AU-VIC,2017-18,2017,Wind,GWh,4303.851
VIC,AU-VIC,2018-19,2018,"Bagasse, wood",GWh,235.469
VIC,AU-VIC,2018-19,2018,Biogas,GWh,497.644
VIC,AU-VIC,2018-19,2018,Black coal,GWh,
VIC,AU-VIC,2018-19,2018,Brown coal,GWh,34495.245
VIC,AU-VIC,2018-19,2018,Geothermal,GWh,
VIC,AU-VIC,2018-19,2018,Hydro,GWh,2702.802
VIC,AU-VIC,2018-19,2018,Large-scale solar PV,GWh,462.469
VIC,AU-VIC,2018-19,2018,Natural gas,GWh,3334.031
VIC,AU-VIC,2018-19,2018,Oil products,GWh,204.659
VIC,AU-VIC,2018-19,2018,Other,GWh,
VIC,AU-VIC,2018-19,2018,Small-scale solar PV,GWh,1899.952
VIC,AU-VIC,2018-19,2018,Total,GWh,48695.97
VIC,AU-VIC,2018-19,2018,Total non-renewable,GWh,38033.936
VIC,AU-VIC,2018-19,2018,Total renewable,GWh,10662.034
VIC,AU-VIC,2018-19,2018,Wind,GWh,4863.699
VIC,AU-VIC,2019-20,2019,"Bagasse, wood",GWh,243.797
VIC,AU-VIC,2019-20,2019,Biogas,GWh,535.728
VIC,AU-VIC,2019-20,2019,Black coal,GWh,
VIC,AU-VIC,2019-20,2019,Brown coal,GWh,33661.55
VIC,AU-VIC,2019-20,2019,Geothermal,GWh,
VIC,AU-VIC,2019-20,2019,Hydro,GWh,2310.836
VIC,AU-VIC,2019-20,2019,Large-scale solar PV,GWh,872.458
VIC,AU-VIC,2019-20,2019,Natural gas,GWh,3117.04
VIC,AU-VIC,2019-20,2019,Oil products,GWh,201.974
VIC,AU-VIC,2019-20,2019,Other,GWh,
VIC,AU-VIC,2019-20,2019,Small-scale solar PV,GWh,2457.27
VIC,AU-VIC,2019-20,2019,Total,GWh,48996.901
VIC,AU-VIC,2019-20,2019,Total non-renewable,GWh,36980.565
VIC,AU-VIC,2019-20,2019,Total renewable,GWh,12016.336
VIC,AU-VIC,2019-20,2019,Wind,GWh,5596.248
VIC,AU-VIC,2020-21,2020,"Bagasse, wood",GWh,229.67
VIC,AU-VIC,2020-21,2020,Biogas,GWh,499.303
VIC,AU-VIC,2020-21,2020,Black coal,GWh,
VIC,AU-VIC,2020-21,2020,Brown coal,GWh,34060.028
VIC,AU-VIC,2020-21,2020,Geothermal,GWh,
VIC,AU-VIC,2020-21,2020,Hydro,GWh,2851.962
VIC,AU-VIC,2020-21,2020,Large-scale solar PV,GWh,1455.53
VIC,AU-VIC,2020-21,2020,Natural gas,GWh,1956.916
VIC,AU-VIC,2020-21,2020,Oil products,GWh,179.068
VIC,AU-VIC,2020-21,2020,Other,GWh,
VIC,AU-VIC,2020-21,2020,Small-scale solar PV,GWh,3176.379
VIC,AU-VIC,2020-21,2020,Total,GWh,51489.48
VIC,AU-VIC,2020-21,2020,Total non-renewable,GWh,36196.013
VIC,AU-VIC,2020-21,2020,Total renewable,GWh,15293.467
VIC,AU-VIC,2020-21,2020,Wind,GWh,7080.623
VIC,AU-VIC,2021-22,2021,"Bagasse, wood",GWh,258.839
VIC,AU-VIC,2021-22,2021,Biogas,GWh,497.999
VIC,AU-VIC,2021-22,2021,Black coal,GWh,
VIC,AU-VIC,2021-22,2021,Brown coal,GWh,32515.636
VIC,AU-VIC,2021-22,2021,Geothermal,GWh,
VIC,AU-VIC,2021-22,2021,Hydro,GWh,2787.873
VIC,AU-VIC,2021-22,2021,Large-scale solar PV,GWh,1897.432
VIC,AU-VIC,2021-22,2021,Natural gas,GWh,2224.829
VIC,AU-VIC,2021-22,2021,Oil products,GWh,219.429
VIC,AU-VIC,2021-22,2021,Other,GWh,
VIC,AU-VIC,2021-22,2021,Small-scale solar PV,GWh,3941.958
VIC,AU-VIC,2021-22,2021,Total,GWh,53907.566
VIC,AU-VIC,2021-22,2021,Total non-renewable,GWh,34959.893
VIC,AU-VIC,2021-22,2021,Total renewable,GWh,18947.673
VIC,AU-VIC,2021-22,2021,Wind,GWh,9563.573
VIC,AU-VIC,2022-23,2022,"Bagasse, wood",GWh,192.908
VIC,AU-VIC,2022-23,2022,Biogas,GWh,484.544
VIC,AU-VIC,2022-23,2022,Black coal,GWh,
VIC,AU-VIC,2022-23,2022,Brown coal,GWh,31459.126
VIC,AU-VIC,2022-23,2022,Geothermal,GWh,
VIC,AU-VIC,2022-23,2022,Hydro,GWh,3237.202
VIC,AU-VIC,2022-23,2022,Large-scale solar PV,GWh,1970.487
VIC,AU-VIC,2022-23,2022,Natural gas,GWh,1693.466
VIC,AU-VIC,2022-23,2022,Oil products,GWh,259.086
VIC,AU-VIC,2022-23,2022,Other,GWh,
VIC,AU-VIC,2022-23,2022,Small-scale solar PV,GWh,4777.87
VIC,AU-VIC,2022-23,2022,Total,GWh,55140.231
VIC,AU-VIC,2022-23,2022,Total non-renewable,GWh,33411.677
VIC,AU-VIC,2022-23,2022,Total renewable,GWh,21728.553
VIC,AU-VIC,2022-23,2022,Wind,GWh,11065.542
VIC,AU-VIC,2023-24,2023,"Bagasse, wood",GWh,139.835
VIC,AU-VIC,2023-24,2023,Biogas,GWh,470.026
VIC,AU-VIC,2023-24,2023,Black coal,GWh,
VIC,AU-VIC,2023-24,2023,Brown coal,GWh,32137.08
VIC,AU-VIC,2023-24,2023,Geothermal,GWh,
VIC,AU-VIC,2023-24,2023,Hydro,GWh,2798.338
VIC,AU-VIC,2023-24,2023,Large-scale solar PV,GWh,2011.43
VIC,AU-VIC,2023-24,2023,Natural gas,GWh,1486.717
VIC,AU-VIC,2023-24,2023,Oil products,GWh,205.994
VIC,AU-VIC,2023-24,2023,Other,GWh,
VIC,AU-VIC,2023-24,2023,Small-scale solar PV,GWh,5549.976
VIC,AU-VIC,2023-24,2023,Total,GWh,55451.3
VIC,AU-VIC,2023-24,2023,Total non-renewable,GWh,33829.791
VIC,AU-VIC,2023-24,2023,Total renewable,GWh,21621.509
VIC,AU-VIC,2023-24,2023,Wind,GWh,10651.904
WA,AU-WA,8-Sep,#VALUE!,"Bagasse, wood",GWh,
WA,AU-WA,8-Sep,#VALUE!,Biogas,GWh,119.6
WA,AU-WA,8-Sep,#VALUE!,Black coal,GWh,8738
WA,AU-WA,8-Sep,#VALUE!,Brown coal,GWh,
WA,AU-WA,8-Sep,#VALUE!,Geothermal,GWh,
WA,AU-WA,8-Sep,#VALUE!,Hydro,GWh,
WA,AU-WA,8-Sep,#VALUE!,Large-scale solar PV,GWh,
WA,AU-WA,8-Sep,#VALUE!,Natural gas,GWh,14556.1
WA,AU-WA,8-Sep,#VALUE!,Oil products,GWh,1464.4
WA,AU-WA,8-Sep,#VALUE!,Other,GWh,
WA,AU-WA,8-Sep,#VALUE!,Small-scale solar PV,GWh,18.7
WA,AU-WA,8-Sep,#VALUE!,Total,GWh,25571.9
WA,AU-WA,8-Sep,#VALUE!,Total non-renewable,GWh,24758.5
WA,AU-WA,8-Sep,#VALUE!,Total renewable,GWh,813.4
WA,AU-WA,8-Sep,#VALUE!,Wind,GWh,675.1
WA,AU-WA,9-Oct,#VALUE!,"Bagasse, wood",GWh,
WA,AU-WA,9-Oct,#VALUE!,Biogas,GWh,121.2
WA,AU-WA,9-Oct,#VALUE!,Black coal,GWh,9612.2
WA,AU-WA,9-Oct,#VALUE!,Brown coal,GWh,
WA,AU-WA,9-Oct,#VALUE!,Geothermal,GWh,
WA,AU-WA,9-Oct,#VALUE!,Hydro,GWh,
WA,AU-WA,9-Oct,#VALUE!,Large-scale solar PV,GWh,
WA,AU-WA,9-Oct,#VALUE!,Natural gas,GWh,16006.3
WA,AU-WA,9-Oct,#VALUE!,Oil products,GWh,1373.4
WA,AU-WA,9-Oct,#VALUE!,Other,GWh,
WA,AU-WA,9-Oct,#VALUE!,Small-scale solar PV,GWh,57.5
WA,AU-WA,9-Oct,#VALUE!,Total,GWh,27834.6
WA,AU-WA,9-Oct,#VALUE!,Total non-renewable,GWh,26991.9
WA,AU-WA,9-Oct,#VALUE!,Total renewable,GWh,842.7
WA,AU-WA,9-Oct,#VALUE!,Wind,GWh,664
WA,AU-WA,10-Nov,#VALUE!,"Bagasse, wood",GWh,
WA,AU-WA,10-Nov,#VALUE!,Biogas,GWh,111.7
WA,AU-WA,10-Nov,#VALUE!,Black coal,GWh,10352.3
WA,AU-WA,10-Nov,#VALUE!,Brown coal,GWh,
WA,AU-WA,10-Nov,#VALUE!,Geothermal,GWh,
WA,AU-WA,10-Nov,#VALUE!,Hydro,GWh,
WA,AU-WA,10-Nov,#VALUE!,Large-scale solar PV,GWh,
WA,AU-WA,10-Nov,#VALUE!,Natural gas,GWh,18115.7
WA,AU-WA,10-Nov,#VALUE!,Oil products,GWh,1413.8
WA,AU-WA,10-Nov,#VALUE!,Other,GWh,
WA,AU-WA,10-Nov,#VALUE!,Small-scale solar PV,GWh,198.1
WA,AU-WA,10-Nov,#VALUE!,Total,GWh,30910.9
WA,AU-WA,10-Nov,#VALUE!,Total non-renewable,GWh,29881.8
WA,AU-WA,10-Nov,#VALUE!,Total renewable,GWh,1029.1
WA,AU-WA,10-Nov,#VALUE!,Wind,GWh,719.3
WA,AU-WA,11-Dec,#VALUE!,"Bagasse, wood",GWh,
WA,AU-WA,11-Dec,#VALUE!,Biogas,GWh,125.7
WA,AU-WA,11-Dec,#VALUE!,Black coal,GWh,10783.3
WA,AU-WA,11-Dec,#VALUE!,Brown coal,GWh,
WA,AU-WA,11-Dec,#VALUE!,Geothermal,GWh,
WA,AU-WA,11-Dec,#VALUE!,Hydro,GWh,
WA,AU-WA,11-Dec,#VALUE!,Large-scale solar PV,GWh,
WA,AU-WA,11-Dec,#VALUE!,Natural gas,GWh,17538.3
WA,AU-WA,11-Dec,#VALUE!,Oil products,GWh,1171.2
WA,AU-WA,11-Dec,#VALUE!,Other,GWh,
WA,AU-WA,11-Dec,#VALUE!,Small-scale solar PV,GWh,331.4
WA,AU-WA,11-Dec,#VALUE!,Total,GWh,31228.6
WA,AU-WA,11-Dec,#VALUE!,Total non-renewable,GWh,29492.8
WA,AU-WA,11-Dec,#VALUE!,Total renewable,GWh,1735.8
WA,AU-WA,11-Dec,#VALUE!,Wind,GWh,1278.7
WA,AU-WA,2012-13,2012,"Bagasse, wood",GWh,
WA,AU-WA,2012-13,2012,Biogas,GWh,108.3
WA,AU-WA,2012-13,2012,Black coal,GWh,10276.9
WA,AU-WA,2012-13,2012,Brown coal,GWh,
WA,AU-WA,2012-13,2012,Geothermal,GWh,
WA,AU-WA,2012-13,2012,Hydro,GWh,221.3
WA,AU-WA,2012-13,2012,Large-scale solar PV,GWh,
WA,AU-WA,2012-13,2012,Natural gas,GWh,17645.1
WA,AU-WA,2012-13,2012,Oil products,GWh,2045
WA,AU-WA,2012-13,2012,Other,GWh,
WA,AU-WA,2012-13,2012,Small-scale solar PV,GWh,449.5
WA,AU-WA,2012-13,2012,Total,GWh,32046.3
WA,AU-WA,2012-13,2012,Total non-renewable,GWh,29967
WA,AU-WA,2012-13,2012,Total renewable,GWh,2079.3
WA,AU-WA,2012-13,2012,Wind,GWh,1300.2
WA,AU-WA,2013-14,2013,"Bagasse, wood",GWh,
WA,AU-WA,2013-14,2013,Biogas,GWh,124
WA,AU-WA,2013-14,2013,Black coal,GWh,10885.3
WA,AU-WA,2013-14,2013,Brown coal,GWh,
WA,AU-WA,2013-14,2013,Geothermal,GWh,
WA,AU-WA,2013-14,2013,Hydro,GWh,205.4
WA,AU-WA,2013-14,2013,Large-scale solar PV,GWh,24.137
WA,AU-WA,2013-14,2013,Natural gas,GWh,20880
WA,AU-WA,2013-14,2013,Oil products,GWh,2486.1
WA,AU-WA,2013-14,2013,Other,GWh,
WA,AU-WA,2013-14,2013,Small-scale solar PV,GWh,495.849
WA,AU-WA,2013-14,2013,Total,GWh,36679.586
WA,AU-WA,2013-14,2013,Total non-renewable,GWh,34251.4
WA,AU-WA,2013-14,2013,Total renewable,GWh,2428.186
WA,AU-WA,2013-14,2013,Wind,GWh,1578.8
WA,AU-WA,2014-15,2014,"Bagasse, wood",GWh,
WA,AU-WA,2014-15,2014,Biogas,GWh,126.9
WA,AU-WA,2014-15,2014,Black coal,GWh,10523.4
WA,AU-WA,2014-15,2014,Brown coal,GWh,
WA,AU-WA,2014-15,2014,Geothermal,GWh,
WA,AU-WA,2014-15,2014,Hydro,GWh,206.1
WA,AU-WA,2014-15,2014,Large-scale solar PV,GWh,23.884
WA,AU-WA,2014-15,2014,Natural gas,GWh,20412.804
WA,AU-WA,2014-15,2014,Oil products,GWh,4223.5
WA,AU-WA,2014-15,2014,Other,GWh,
WA,AU-WA,2014-15,2014,Small-scale solar PV,GWh,622.13
WA,AU-WA,2014-15,2014,Total,GWh,37781.918
WA,AU-WA,2014-15,2014,Total non-renewable,GWh,35159.704
WA,AU-WA,2014-15,2014,Total renewable,GWh,2622.214
WA,AU-WA,2014-15,2014,Wind,GWh,1643.2
WA,AU-WA,2015-16,2015,"Bagasse, wood",GWh,
WA,AU-WA,2015-16,2015,Biogas,GWh,94.55
WA,AU-WA,2015-16,2015,Black coal,GWh,10912.688
WA,AU-WA,2015-16,2015,Brown coal,GWh,
WA,AU-WA,2015-16,2015,Geothermal,GWh,
WA,AU-WA,2015-16,2015,Hydro,GWh,217.028
